date,actual,chronos_forecast,arima_forecast,random_walk_forecast
2023-07-06 19:00:00-04:00,1.5,1.4723533,1.5197788559955852,1.49
2023-07-07 04:00:00-04:00,1.49,1.4801326,1.4956391888212333,1.49
2023-07-07 05:00:00-04:00,1.45,1.4848001,1.4926449690161596,1.49
2023-07-07 06:00:00-04:00,1.49,1.4816885,1.471727234885356,1.49
2023-07-07 07:00:00-04:00,1.49,1.4832443,1.5075341369508681,1.49
2023-07-07 08:00:00-04:00,1.46,1.4879118,1.5115033515573577,1.49
2023-07-07 09:00:00-04:00,1.5385,1.4910235,1.514546710827666,1.49
2023-07-07 09:30:00-04:00,1.4715,1.4956911,1.5129032136078555,1.49
2023-07-07 10:30:00-04:00,1.4887,1.4941353,1.5049281615042143,1.49
2023-07-07 11:30:00-04:00,1.48,1.5019145,1.5201397311300533,1.49
2023-07-07 12:30:00-04:00,1.39,1.5128055,1.525004575817294,1.49
2023-07-07 13:30:00-04:00,1.3703,1.5159171,1.508685465515928,1.49
2023-07-07 14:30:00-04:00,1.411,1.5205847,1.5054804599687905,1.49
2023-07-07 15:30:00-04:00,1.365,1.526808,1.4858297282775395,1.49
2023-07-07 16:00:00-04:00,1.37,1.528364,1.5144282324099971,1.49
2023-07-07 17:00:00-04:00,1.3601,1.5314755,1.5111232822553782,1.49
2023-07-07 18:00:00-04:00,1.38,1.528364,1.50717773950604,1.49
2023-07-07 19:00:00-04:00,1.37,1.5345873,1.5205643628141963,1.49
2023-07-10 04:00:00-04:00,1.38,1.5408107,1.5119615453137605,1.49
2023-07-10 05:00:00-04:00,1.39,1.5392549,1.5238741590467149,1.49
