model,interval,ticker,window,MAE,RMSE,MAPE,sMAPE,error_volatility,directional_accuracy
chronos,15M,SMCI,23,0.7201371093749994,0.8559934388026411,2.1510747029495514,2.120825487096505,0.5915212537592405,46.45669291338583
chronos,15M,SMCI,24,0.5562278593750001,0.6866249068889888,1.6642332483217948,1.6544787636467482,0.6427661107785482,51.181102362204726
chronos,15M,SMCI,3,5.6802636640625,6.235892178022237,14.051068911278547,12.9511069773981,2.576738095763401,46.45669291338583
chronos,15M,SMCI,4,4.7309973124999996,5.860474025649752,10.405200195673112,11.272662488266292,3.570567886662393,44.09448818897638
chronos,15M,SMCI,5,3.6711247734374997,4.532724523986989,6.18532428249074,6.476263697816126,2.7900761511956946,42.51968503937008
chronos,15M,SMCI,6,4.9233030468750005,5.748632803035996,8.572266734187165,8.093516028084778,3.0035628632294626,49.60629921259843
chronos,15M,SMCI,7,3.081882015625,3.885599744505926,6.216920451343051,5.949384230035401,3.3348559920739396,48.031496062992126
chronos,15M,SMCI,8,6.6687750703125,7.377515177068587,15.126655796902238,13.797649101205522,3.161179933853122,44.881889763779526
chronos,15M,SMCI,9,5.4779191874999995,6.404708230387098,14.80583618440286,13.409148118093206,3.3347562611942974,51.181102362204726
chronos,15M,SRPT,1,3.5326301484375,4.511349078314256,3.317725330040405,3.2292663209356443,2.8200249654573244,43.30708661417323
chronos,15M,SRPT,10,2.7920162265625,3.077003972834722,3.846354263071379,3.758985105239496,1.5150771002098067,44.09448818897638
chronos,15M,SRPT,11,5.193303289062499,5.98184412886469,8.109877932303093,7.692494431293069,2.9986311556752603,41.732283464566926
chronos,15M,SRPT,12,3.6094945703124997,4.358800302986396,6.196731871103058,5.9295011086637786,2.8563316135178916,50.39370078740157
chronos,15M,SRPT,13,4.36153634375,4.789890013296901,8.331035321130525,7.9275224201574455,2.02717951618283,40.15748031496063
chronos,15M,SRPT,14,3.7142376015625,4.5430267807268745,6.9169097837254885,7.281848295262818,2.6507221986363496,55.90551181102362
chronos,15M,SRPT,15,3.6245577109375002,3.9209373007955066,6.774409559376851,7.0511288514767765,1.496868111020658,44.09448818897638
chronos,15M,SRPT,2,1.6626174843750023,1.9735967184015268,1.5405613442947907,1.5569488914872875,1.123222625601849,41.732283464566926
chronos,15M,SRPT,3,1.4130975859375,1.7904340106991665,1.3313019731430398,1.3305251804160902,1.7707065827654418,48.818897637795274
chronos,15M,SRPT,4,3.6636422500000005,4.402173003073679,3.576805488358839,3.486002437386286,2.5035553530903254,48.031496062992126
chronos,15M,SRPT,5,1.2597706484374998,1.5483879930952902,1.1929281206791524,1.2010047539376831,1.3011868510093427,48.031496062992126
chronos,15M,SRPT,6,4.24707865625,4.572323073791192,4.2409958666863785,4.139863751650474,1.8976374436811534,46.45669291338583
chronos,15M,SRPT,7,1.4972682890625004,1.8470838495267834,1.5239778527530319,1.5111660033875591,1.622637011679104,52.75590551181102
chronos,15M,SRPT,8,22.33916809375,22.693317027094732,28.94593657032435,25.159547620021034,3.9935205735553354,47.24409448818898
chronos,15M,SRPT,9,1.3489301953125006,1.6394090688385663,1.8211873552340083,1.7975965760236265,1.102580769118858,48.031496062992126
chronos,15M,TSLA,1,12.461845390625,15.951517259110913,3.331845052427154,3.2430352638607522,10.46985319019394,51.181102362204726
chronos,15M,TSLA,10,7.452520312500006,8.640609523419327,2.7547723948619827,2.7042967880250894,4.449084410112734,50.39370078740157
chronos,15M,TSLA,11,13.106698281249997,20.42370551438171,5.721702310941623,5.3392653304227435,16.545688278209457,48.031496062992126
chronos,15M,TSLA,12,8.542267500000001,10.438262831169217,3.520932237353574,3.596257378184331,8.889664282859508,51.96850393700787
chronos,15M,TSLA,13,7.437369374999999,8.297462232524019,3.064643398889581,3.0068892826137965,3.877833194244067,52.75590551181102
chronos,15M,TSLA,14,18.038675546875,20.46686501515077,7.82183792119023,7.443914785025885,9.726135116610056,48.031496062992126
chronos,15M,TSLA,15,5.4411396875,5.938752660383139,2.3095788718528723,2.341630065147348,2.379660072850788,48.818897637795274
chronos,15M,TSLA,16,19.652295390625,24.625741767732016,7.339964628393211,7.774048959952146,15.46702654593271,45.66929133858268
chronos,15M,TSLA,17,12.330986718749998,15.203603288286677,4.478997098016759,4.330345972304466,9.01660062026123,55.118110236220474
