date,actual,chronos_forecast,arima_forecast,random_walk_forecast
2025-01-31 06:10:00-05:00,38.91,38.95013,38.931812404163026,38.92
2025-01-31 06:15:00-05:00,38.89,38.941757,38.905738733681936,38.92
2025-01-31 06:20:00-05:00,38.89,38.94654,38.833306934130555,38.92
2025-01-31 06:25:00-05:00,38.87,38.949535,38.740807987080025,38.92
2025-01-31 06:30:00-05:00,38.9,38.963894,38.79505378757469,38.92
2025-01-31 06:35:00-05:00,38.99,38.96838,38.803720225821884,38.92
2025-01-31 06:40:00-05:00,38.95,38.973766,38.797691012415996,38.92
2025-01-31 06:45:00-05:00,38.97,38.971672,38.8300986958953,38.92
2025-01-31 06:50:00-05:00,38.9,38.961502,38.901614483656985,38.92
2025-01-31 06:55:00-05:00,38.94,38.962097,38.98122973610275,38.92
2025-01-31 07:00:00-05:00,38.95,38.966286,38.950083258878024,38.92
2025-01-31 07:05:00-05:00,39.15,38.974663,38.91952553320397,38.92
2025-01-31 07:10:00-05:00,38.97,38.97945,38.97303402827701,38.92
2025-01-31 07:15:00-05:00,38.94,38.97257,39.00711819068312,38.92
2025-01-31 07:20:00-05:00,38.97,38.968082,38.938808863547784,38.92
2025-01-31 07:25:00-05:00,38.95,38.96599,38.94747397852382,38.92
2025-01-31 07:30:00-05:00,39.0,38.984837,38.98841054340037,38.92
2025-01-31 07:35:00-05:00,38.91,39.002487,38.916965786812035,38.92
2025-01-31 07:40:00-05:00,38.94,39.01834,38.86511180755604,38.92
2025-01-31 07:45:00-05:00,39.02,39.025074,38.82741881247115,38.92
