date,actual,forecast
2025-02-06 14:00:00-05:00,19.3,19.316679
2025-02-06 14:15:00-05:00,19.255,19.313072
2025-02-06 14:30:00-05:00,19.2499,19.309465
2025-02-06 14:45:00-05:00,19.265,19.309465
2025-02-06 15:00:00-05:00,19.29,19.309465
2025-02-06 15:15:00-05:00,19.285,19.309465
2025-02-06 15:30:00-05:00,19.315,19.316679
2025-02-06 15:45:00-05:00,19.38,19.318481
2025-02-06 16:00:00-05:00,19.32,19.318481
2025-02-06 16:15:00-05:00,19.3398,19.316679
2025-02-06 16:30:00-05:00,19.33,19.322088
2025-02-06 16:45:00-05:00,19.31,19.332909
2025-02-06 17:00:00-05:00,19.3001,19.334711
2025-02-06 17:15:00-05:00,19.2997,19.338318
2025-02-06 17:30:00-05:00,19.3,19.338318
2025-02-06 17:45:00-05:00,19.2998,19.341925
2025-02-06 18:00:00-05:00,19.33,19.338318
2025-02-06 18:15:00-05:00,19.35,19.332909
2025-02-06 18:30:00-05:00,19.33,19.336514
2025-02-06 18:45:00-05:00,19.3297,19.347334
2025-02-07 04:00:00-05:00,19.34,19.35094
2025-02-07 04:15:00-05:00,19.36,19.358152
2025-02-07 04:30:00-05:00,19.36,19.36176
2025-02-07 04:45:00-05:00,19.34,19.36717
2025-02-07 05:00:00-05:00,19.36,19.374382
2025-02-07 05:15:00-05:00,19.37,19.36717
2025-02-07 05:30:00-05:00,19.36,19.36717
2025-02-07 05:45:00-05:00,19.34,19.37258
2025-02-07 06:00:00-05:00,19.35,19.376186
2025-02-07 06:15:00-05:00,19.36,19.379791
2025-02-07 06:30:00-05:00,19.36,19.387005
2025-02-07 06:45:00-05:00,19.44,19.392414
2025-02-07 07:00:00-05:00,19.37,19.390612
2025-02-07 07:15:00-05:00,19.37,19.387005
2025-02-07 07:30:00-05:00,19.351,19.387005
2025-02-07 07:45:00-05:00,19.29,19.392414
2025-02-07 08:00:00-05:00,19.31,19.39602
2025-02-07 08:15:00-05:00,19.31,19.397825
2025-02-07 08:30:00-05:00,19.3399,19.39602
2025-02-07 08:45:00-05:00,19.37,19.394218
2025-02-07 09:00:00-05:00,19.345,19.397825
