date,actual,forecast
2024-03-04 17:30:00,112.44100189208984,107.50874
2024-03-04 18:30:00,111.01570892333984,107.88654
2024-03-04 19:30:00,112.97139739990234,108.60368
2024-03-04 20:30:00,107.43399810791016,108.963036
2024-03-04 21:00:00,107.05,108.82925
2024-03-04 22:00:00,105.55501,109.015755
2024-03-04 23:00:00,105.856,109.2609
2024-03-05 09:00:00,105.755005,109.78687
2024-03-05 10:00:00,103.467,109.732346
2024-03-05 11:00:00,104.474,110.77679
2024-03-05 12:00:00,106.485,111.253426
