date,actual,chronos_forecast,arima_forecast,random_walk_forecast
2025-01-28 06:20:00-05:00,400.18,399.92822,399.61658197782515,399.87
2025-01-28 06:25:00-05:00,399.47,399.86148,399.8238156607492,399.87
2025-01-28 06:30:00-05:00,398.59,399.82812,399.84107296143105,399.87
2025-01-28 06:35:00-05:00,398.62,399.82812,399.86419054777787,399.87
2025-01-28 06:40:00-05:00,398.58,399.86148,399.8684551434482,399.87
2025-01-28 06:45:00-05:00,399.25,399.80585,399.8736204578028,399.87
2025-01-28 06:50:00-05:00,399.01,399.76135,400.15323700843237,399.87
2025-01-28 06:55:00-05:00,398.79,399.79474,400.239836155785,399.87
2025-01-28 07:00:00-05:00,397.61,399.79474,400.22458968197094,399.87
2025-01-28 07:05:00-05:00,396.82,399.7836,400.2971695605025,399.87
2025-01-28 07:10:00-05:00,396.37,399.7836,399.92912543808814,399.87
2025-01-28 07:15:00-05:00,395.71,399.7725,399.8722473043196,399.87
2025-01-28 07:20:00-05:00,395.99,399.7725,399.8723864435428,399.87
2025-01-28 07:25:00-05:00,395.74,399.70575,399.8555703079196,399.87
2025-01-28 07:30:00-05:00,396.19,399.61673,399.8927383283886,399.87
2025-01-28 07:35:00-05:00,395.86,399.67236,399.8949457561631,399.87
2025-01-28 07:40:00-05:00,395.94,399.6946,399.8639653442944,399.87
2025-01-28 07:45:00-05:00,396.0,399.67236,399.9335547223457,399.87
2025-01-28 07:50:00-05:00,396.81,399.60562,400.057205425049,399.87
2025-01-28 07:55:00-05:00,397.03,399.62787,400.15531860639265,399.87
